2024年4月
編號,地震時間,經度,緯度,規模,深度,位置
小區域有感地震,2024-04-03 10:36:44,121.915,24.1918,4.1,27.5,花蓮縣政府東北方  37.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 10:36:17,121.617,23.8152,3.7,37.2,花蓮縣政府南方  19.5  公里 (位於花蓮縣近海)(花蓮縣近海)
049   ,2024-04-03 10:35:07,121.627,24.0878,4,11,花蓮縣政府北方  10.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 10:33:14,121.612,23.9782,3.8,24.2,花蓮縣政府南南西方  1.7  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
048   ,2024-04-03 10:28:17,121.79,24.2178,5.3,10,花蓮縣政府東北方  30.5  公里 (位於臺灣東部海域)(臺灣東部海域)
047   ,2024-04-03 10:23:25,121.666,24.1455,4.9,17,花蓮縣政府北北東方  17.7  公里 (位於花蓮縣近海)(花蓮縣近海)
046   ,2024-04-03 10:20:37,121.649,23.9198,4.5,38.6,花蓮縣政府南南東方  8.4  公里 (位於花蓮縣近海)(花蓮縣近海)
045   ,2024-04-03 10:14:35,121.93,24.145,6.2,17.1,花蓮縣政府東北東方  35.8  公里 (位於臺灣東部海域)(臺灣東部海域)
044   ,2024-04-03 10:13:39,121.806,24.229,4.7,3.7,花蓮縣政府東北方  32.4  公里 (位於臺灣東部海域)(臺灣東部海域)
043   ,2024-04-03 09:53:58,121.554,23.8682,5.1,16.1,花蓮縣政府南南西方  15.2  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
042   ,2024-04-03 09:49:41,121.789,23.8012,5.1,12.1,花蓮縣政府東南方  27.2  公里 (位於臺灣東部海域)(臺灣東部海域)
041   ,2024-04-03 09:45:44,121.676,24.0992,4.2,9,花蓮縣政府北北東方  13.3  公里 (位於花蓮縣近海)(花蓮縣近海)
040   ,2024-04-03 09:39:37,121.725,23.8385,5.7,8.1,花蓮縣政府東南方  20.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 09:30:36,121.676,23.6443,3.8,27.4,花蓮縣政府南方  38.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 09:23:26,121.767,24.0052,3.8,5.4,花蓮縣政府東方  15.0  公里 (位於臺灣東部海域)(臺灣東部海域)
039   ,2024-04-03 09:17:43,121.683,24.0382,5,35.1,花蓮縣政府東北方  8.2  公里 (位於花蓮縣近海)(花蓮縣近海)
038   ,2024-04-03 09:16:23,121.9,24.1855,4.4,21.7,花蓮縣政府東北方  35.7  公里 (位於臺灣東部海域)(臺灣東部海域)
037   ,2024-04-03 09:15:35,121.687,24.1333,4.4,35.3,花蓮縣政府北北東方  17.2  公里 (位於花蓮縣近海)(花蓮縣近海)
036   ,2024-04-03 09:13:12,121.668,24.0628,4.9,38.6,花蓮縣政府東北方  9.4  公里 (位於花蓮縣近海)(花蓮縣近海)
035   ,2024-04-03 09:11:13,121.67,24.063,4.4,50.9,花蓮縣政府東北方  9.5  公里 (位於花蓮縣近海)(花蓮縣近海)
034   ,2024-04-03 09:09:27,121.775,24.1095,5.4,25.4,花蓮縣政府東北方  20.5  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 09:08:17,121.632,23.9257,4.3,34.2,花蓮縣政府南方  7.3  公里 (位於花蓮縣近海)(花蓮縣近海)
033   ,2024-04-03 09:07:16,121.708,24.043,4.9,20,花蓮縣政府東北東方  10.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 09:06:11,121.647,23.972,4.4,38.1,花蓮縣政府東南方  3.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 09:02:55,121.496,23.8218,3.4,3.5,花蓮縣政府西南方  22.6  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
032   ,2024-04-03 08:54:09,121.623,23.7967,4.7,36.8,花蓮縣政府南方  21.5  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 08:53:06,121.667,24.1073,3.9,36.4,花蓮縣政府北北東方  13.8  公里 (位於花蓮縣近海)(花蓮縣近海)
031   ,2024-04-03 08:50:46,121.569,23.8353,5.4,21.6,花蓮縣政府南南西方  18.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
030   ,2024-04-03 08:46:44,121.689,24.1898,5.4,3.1,花蓮縣政府北北東方  23.1  公里 (位於花蓮縣近海)(花蓮縣近海)
029   ,2024-04-03 08:41:04,121.613,23.9613,4.6,24.1,花蓮縣政府南南西方  3.4  公里 (位於花蓮縣近海)(花蓮縣近海)
028   ,2024-04-03 08:39:41,121.678,24.254,4.5,1.4,花蓮縣政府北北東方  29.7  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
027   ,2024-04-03 08:37:04,121.551,23.9863,4.7,13.6,花蓮縣政府西方  7.1  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
026   ,2024-04-03 08:35:37,121.716,24.2313,5.6,14.6,花蓮縣政府北北東方  28.4  公里 (位於花蓮縣近海)(花蓮縣近海)
025   ,2024-04-03 08:30:58,121.865,24.2452,4.6,2.4,花蓮縣政府東北方  37.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 08:29:04,121.723,24.1413,4,31.5,花蓮縣政府東北方  19.7  公里 (位於花蓮縣近海)(花蓮縣近海)
024   ,2024-04-03 08:27:02,121.571,23.8257,4.9,20.1,花蓮縣政府南南西方  19.0  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-03 08:25:19,121.606,23.7955,4.6,40.3,花蓮縣政府南方  21.7  公里 (位於花蓮縣近海)(花蓮縣近海)
023   ,2024-04-03 08:23:39,121.651,23.9642,4.4,30.8,花蓮縣政府東南方  4.3  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 08:19:15,121.611,23.998,4.1,5.7,花蓮縣政府西北方  1.2  公里 (位於花蓮縣花蓮市)(花蓮縣花蓮市)
小區域有感地震,2024-04-03 08:18:28,121.579,23.9255,4.5,25.5,花蓮縣政府南南西方  8.4  公里 (位於花蓮縣吉安鄉)(花蓮縣吉安鄉)
022   ,2024-04-03 08:17:37,121.724,24.0285,5.4,32.2,花蓮縣政府東北東方  11.4  公里 (位於花蓮縣近海)(花蓮縣近海)
021   ,2024-04-03 08:11:26,121.659,24.1003,6.5,5.5,花蓮縣政府北北東方  12.7  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 08:07:22,121.573,23.8262,4.3,19.1,花蓮縣政府南南西方  18.9  公里 (位於花蓮縣壽豐鄉)(花蓮縣壽豐鄉)
小區域有感地震,2024-04-03 08:04:44,121.685,24.163,4.7,42.2,花蓮縣政府北北東方  20.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2024-04-03 08:03:47,121.653,23.9513,4.8,34.5,花蓮縣政府東南方  5.5  公里 (位於花蓮縣近海)(花蓮縣近海)
020   ,2024-04-03 08:00:18,121.67,23.8712,5.3,25.4,花蓮縣政府南南東方  14.2  公里 (位於花蓮縣近海)(花蓮縣近海)
019   ,2024-04-03 07:58:09,121.665,23.769,7.2,15.5,花蓮縣政府南南東方  25.0  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2024-04-03 03:33:57,120.214,23.3615,3.5,8.6,嘉義縣政府西南方  13.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
018   ,2024-04-03 03:26:33,120.191,23.3768,4.8,7.4,嘉義縣政府西南方  13.8  公里 (位於嘉義縣布袋鎮)(嘉義縣布袋鎮)
小區域有感地震,2024-04-01 15:01:05,120.203,23.3595,3.2,9.6,嘉義縣政府西南方  14.4  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024-04-01 14:57:44,120.215,23.3607,3.1,8.7,嘉義縣政府西南方  13.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
小區域有感地震,2024-04-01 14:54:23,120.228,23.3637,3.2,9.5,嘉義縣政府西南方  12.5  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
017   ,2024-04-01 14:51:25,120.21,23.3655,4.1,8.7,嘉義縣政府西南方  13.4  公里 (位於嘉義縣義竹鄉)(嘉義縣義竹鄉)
